Age,Material,Diameter,Slope,Depth,Length,Soil PH,Soil Type,Road Type,Condition Rating
8,RC,12,0.32,8,290.4170249,5.4,Loam,Street,3
43,PVC,12,0.29,6.66,302.7746841,7.9,Rock,Easement,3
58,VCP,12,0.3,10,282.99,8.2,Sand,Street,1
71,VCP,8,0.7,7,334.5889191,7.5,Sand,Street,3
71,VCP,8,0.011,13,279.3326874,5.7,Sand,Street,3
14,RC,10,0.68,6,334.7722643,8.2,Clay,Street,1
7,PVC,24,0.3,7,808.6947772,5.7,Clay,Easement,1
69,VCP,8,0.31,8.58,148.8917285,5.4,Sand,Street,3
25,PVC,8,0.44,7,947.9503756,7.9,Gravel,Street,1
9,PVC,12,0.4,10.77,199.3705946,8.2,Clay,Street,1
37,PVC,8,0.26,11.59,276.4157843,7.5,Sand,Easement,3
27,PVC,8,0.52,6,286.5968813,4.8,Sand,Highway,3
30,PVC,30,2.12,8.58,724.6203886,7.9,Clay,Street,1
67,VCP,8,0.29,7,860.1603565,6.9,Sand,Highway,3
18,PVC,8,0.76,8.85,187.9563957,8.2,Sand,Street,1
61,VCP,8,0.46,6,270.9321294,5.7,Sand,Street,1
64,VCP,15,0.4,5,154.1,5.8,Loam,Street,3
68,VCP,8,0.37,10,635.5129811,4.8,Sand,Alley,3
60,PVC,6,3,8.58,111.7326567,5.7,Gravel,Alley,3
22,PVC,42,0.5,5,354.14973,8.2,Clay,Street,1
68,PVC,8,0.42,7,107.6275565,7.9,Clay,Street,3
24,VCP,8,0,12,434.2406814,4.8,Sand,Street,3
71,VCP,8,0.017,3.65,342.001212,7.9,Sand,Alley,4
71,VCP,12,1,5,317.99,8.2,Clay,Street,3
29,VCP,8,0.48,12,140.0666473,5.7,Sand,Highway,1
46,VCP,8,0.14,11.59,160.177698,5.4,Loam,Alley,1
64,PVC,8,2.119390475,5,56.95094068,5.8,Sand,Street,1
54,VCP,10,0.157,13,183.9752683,4.8,Sand,Street,1
64,VCP,8,0.16,8.31,348.3184923,7.9,Sand,Street,1
15,VCP,8,0.29,9.68,167.08,6.9,Clay,Street,1
65,VCP,8,0.1,6.12,305.471182,5.7,Sand,Easement,3
22,PVC,8,0.48,10,154.5119411,5.5,Clay,Street,3
61,VCP,8,0.46,8,224.7824103,5.4,Sand,Street,1
21,VCP,8,1.75,7,73.04208157,7.9,Sand,Street,3
8,PVC,8,7.587778163,8.58,59.1385563,7.9,Loam,Alley,1
57,PVC,6,1.92,5,201.6,7.5,Sand,Alley,1
51,VCP,6,0.24,10.77,16.9213925,5.4,Sand,Alley,3
66,PVC,21,0.4,10,89.93100414,6.5,Loam,Street,5
18,RC,10,0.3,19.54,23.03871183,5.4,Sand,Alley,3
56,PVC,12,0.6,5,315.9962614,7.9,Clay,Street,1
40,PVC,12,0.46,10,363.95347,8.2,Clay,Street,1
38,RC,8,0.06,12,67.5100548,5.5,Sand,Street,3
37,PVC,8,0.847299984,6.12,22.17864268,7.9,Clay,Street,3
60,VCP,8,1.2,6,119.7991954,5.7,Sand,Street,3
17,RC,8,0.4,7,341.7666167,7.9,Sand,Alley,1
71,VCP,10,0.3,12,227.99,4.1,Sand,Alley,5
57,VCP,8,0.31,8,217.0009088,8.2,Clay,Alley,1
46,PVC,10,3.5,7,330.0692219,8.2,Clay,Easement,1
71,VCP,12,0.006,5,317.99,7.9,Loam,Easement,1
58,PVC,8,1.6,7,618.8908365,8.2,Clay,Easement,1
30,RC,6,0.42,7.48,48.88469003,5.7,Clay,Highway,1
71,VCP,8,0.224232945,7,42.08506943,5.5,Sand,Street,3
71,VCP,30,0,13,204.0831329,5.8,Sand,Alley,3
23,VCP,8,0.54,12.14,259.8633728,5.4,Sand,Easement,3
64,RC,8,0.083,7,324.99,8.2,Clay,Street,5
71,VCP,12,2.2,7.48,611.8944438,7.9,Sand,Alley,2
42,VCP,8,0.6,1.73,250.99,6.8,Sand,Street,1
66,VCP,8,0.3,18.17,185.6604915,7.9,Sand,Street,1
40,PVC,8,0.017,10.5,289.1569812,5.7,Clay,Street,1
65,RC,8,0.42,8.58,48.10121258,5.4,Loam,Street,1
38,RC,12,0.65,10,279.5744324,6.5,Sand,Street,3
10,PVC,8,0.45,8.31,217.12,4.8,Sand,Street,1
50,PVC,30,0.35,9.13,271.99,6.5,Sand,Alley,3
63,VCP,8,1.780898739,7,103.1418007,5.4,Rock,Street,3
57,VCP,8,0.59,5,274.5512976,7.4,Sand,Street,3
47,VCP,8,0.39,7,151.3355603,5.4,Sand,Street,3
71,VCP,8,0.5,12,399.9954644,5.7,Loam,Street,1
71,VCP,8,0.4,10,85.81858946,7.9,Loam,Alley,1
36,PVC,8,0.58,7,363.790334,5.7,Loam,Street,3
68,VCP,8,0.34,5,318.9121713,5.4,Sand,Street,3
66,VCP,12,0.02,15.16,152.4485707,5.7,Sand,Street,1
52,VCP,6,0.39,10,80.94037435,5.8,Sand,Street,5
38,VCP,6,0.75,19.54,167.9370426,4.8,Sand,Easement,3
11,PVC,8,0.39,10,18.12417954,5.8,Sand,Street,1
68,VCP,6,0.31,12,311.8521355,5.8,Sand,Highway,3
50,VCP,8,0.29,12.69,262.601096,4.8,Sand,Easement,1
16,RC,6,1.76,5,160.6066253,4.8,Sand,Street,1
11,PVC,8,0.4,10,204.2218885,8.2,Clay,Street,1
60,PVC,16,0.28,10,319.1347118,7.9,Loam,Street,1
40,PVC,8,0.6,7.21,192.9453662,5.3,Sand,Street,1
54,PVC,24,0.15,6.39,1002.153204,7.4,Clay,Street,1
64,VCP,8,2,5,250.8869956,6.8,Clay,Street,3
47,VCP,8,0.868748744,5.84,228.2352056,8.2,Loam,Highway,3
70,PVC,10,0.4,12,251.6747182,4.8,Sand,Street,3
11,PVC,10,1,7,350.5606464,8.2,Clay,Street,3
65,VCP,8,0.27,8.85,460.914275,4.1,Sand,Street,3
67,VCP,10,0.38,7,341.5233888,5.3,Sand,Street,2
79,VCP,8,0.36,1.46,272.59,5.7,Clay,Highway,3
37,VCP,8,0.5,11.61472014,311.5348172,7.5,Clay,Street,1
64,VCP,8,0.37,10.77,197.2407779,6.8,Loam,Street,1
17,PVC,8,0.2,5,258,5.4,Loam,Street,3
14,VCP,8,4.5,4.47,368.2110179,6.5,Sand,Easement,3
6,PVC,8,0.48,3.38,184.598293,5.8,Clay,Street,1
49,RC,8,0.62,8,49.77656223,5.7,Sand,Alley,1
22,PVC,8,0.936240473,9.13,229.8859258,8.2,Gravel,Street,1
65,VCP,16,0.31,15.7,479.0389093,6.8,Loam,Easement,1
64,RC,42,0.36,14.88,330.79,6.8,Gravel,Easement,3
61,PVC,8,0.5,5,334,8.2,Clay,Street,1
12,PVC,12,0.43,8,60.65,7.5,Clay,Street,1
59,VCP,8,0.6,2.28,264.0317457,8.2,Clay,Street,1
24,VCP,8,0.33,8,304.7095684,5.7,Sand,Street,3
66,PVC,8,2.4,8.03,255.3,8.2,Clay,Easement,3
35,VCP,8,0.3,13,325.9334279,5.7,Sand,Street,1
47,VCP,15,0.04,16.25,479.9459448,8.2,Clay,Easement,3
79,VCP,8,0.5,5,448.6991421,8.2,Clay,Street,4
57,RC,8,0.21,8.85,102.3253409,8.2,Loam,Street,3
67,VCP,6,0.034,19.54,390.2251112,6.9,Sand,Highway,3
71,VCP,8,0.4,11.32,29.99025731,6.7,Clay,Highway,5
16,RC,8,0.33,13.51,215.1214863,8.2,Clay,Street,3
53,VCP,8,0.8,19.54,77.78537519,5.5,Clay,Street,1
40,RC,8,0.12,6.94,303.7996251,5.4,Sand,Street,1
58,RC,54,0.034,10,921.4890077,7.9,Clay,Street,3
18,PVC,8,0.41,7,1662.56308,7.9,Sand,Street,1
47,PVC,8,0.4,0.36,1159.224036,7.5,Clay,Street,3
62,VCP,6,14.1677698,4,100.1110781,8.2,Clay,Street,1
57,PVC,18,0.4,7,245.991628,8.2,Clay,Street,1
72,VCP,12,0.17,15.98,225.3272712,5.4,Sand,Street,4
66,PVC,8,0.42,8,120.667301,8.2,Clay,Street,3
37,RC,8,0.42,5,315.145931,8.2,Clay,Alley,1
66,VCP,12,2,7,272.1887972,8.2,Clay,Street,2
71,VCP,18,0.3,12.69,169.6850233,7.4,Loam,Street,5
46,PVC,12,0.309153298,5,496.8314286,7.9,Sand,Street,1
36,VCP,8,0.56,13.51,259.2029543,8.2,Clay,Street,3
67,PVC,33,0.54,8.58,394.7125339,7.9,Sand,Street,1
69,RC,8,0.29,7,467.374384,5.4,Sand,Easement,3
60,VCP,10,0.22,8,51.38283505,5.7,Sand,Alley,3
50,PVC,8,0.37,8,254.8912088,8.2,Clay,Highway,1
60,PVC,8,0.5,6,551.6996395,7.9,Sand,Alley,3
87,PVC,8,0.55,7,304.1147334,8.2,Clay,Highway,5
29,PVC,15,0.53,7,251.402385,8.2,Clay,Easement,1
60,RC,8,0.4,8,325.2822211,8.2,Rock,Street,3
46,VCP,8,0.39,17.9,503.3469425,4.8,Sand,Street,4
45,RC,6,0.6,11.32,148.7098751,5.4,Sand,Street,3
60,VCP,6,0.75,7,69.81243253,4.8,Sand,Street,3
29,VCP,10,1.2,8.58,36.44302304,5.4,Sand,Alley,1
65,PVC,8,0.4,15,147.3775925,8.2,Clay,Street,1
64,VCP,8,0.16,7,365.2271084,6.9,Sand,Alley,3
57,VCP,27,0.45,9.95,351.2286931,7.9,Loam,Easement,3
21,VCP,8,0.59,10,255.7453797,6.7,Sand,Alley,1
36,PVC,8,0.4,6,622.7979726,8.2,Clay,Alley,3
26,PVC,10,0.5,10,163.2698858,4.1,Sand,Easement,1
66,VCP,23,0,12,292.6184513,4.1,Sand,Street,5
66,RC,8,0.5,9.95,263.1694161,4.8,Sand,Easement,3
44,PVC,8,0.46,10,116.2423407,5.7,Clay,Street,1
26,VCP,10,0.67,5,312.8530527,7.9,Sand,Easement,1
72,VCP,8,0.4,9.13,236.199372,4.8,Sand,Alley,3
61,VCP,10,0.3,11.87,156.8836733,4.8,Sand,Street,3
48,VCP,8,0.2,11.32,341.471151,8.2,Clay,Street,2
67,VCP,21,0.45,11.05,1232.722359,8.2,Clay,Street,3
19,PVC,10,0.21,10,330.08,8.2,Clay,Street,1
72,VCP,8,0.18,10.5,389.2935512,7.5,Clay,Street,1
62,VCP,42,0,11.32,486.2006685,7.4,Clay,Easement,1
71,VCP,8,0.4,7.76,370.2114675,5.8,Sand,Street,3
30,RC,8,0.3,10,295,4.8,Sand,Alley,3
53,VCP,8,0.5,5,180.225215,8.2,Clay,Street,1
68,VCP,6,0.4,15,125.0488386,5.7,Clay,Street,1
58,VCP,8,0.75,8.58,100.0099146,6.5,Clay,Street,1
16,RC,8,0.2,5,230.7130951,7.9,Clay,Alley,1
36,RC,8,0.4,8.85,972.6567021,7.9,Sand,Street,1
70,PVC,12,0.004,23.3888843,375.9056556,5.7,Clay,Street,1
39,RC,8,0.34,9.68,273.9796238,7.9,Sand,Street,1
89,VCP,12,0.3,13.51,130.0341726,5.7,Loam,Alley,4
59,PVC,12,0.39,10,297.3685135,8.2,Loam,Alley,3
67,VCP,8,0.45,7,542.5831821,6.8,Sand,Street,1
16,PVC,10,0.68,8,288.653144,7.9,Sand,Alley,1
46,PVC,15,0.39,2.55,139.6200711,7.9,Clay,Street,1
85,VCP,8,0.6,10,325,5.5,Loam,Street,5
15,RC,8,1.92,10,251.6827922,8.2,Gravel,Alley,1
72,VCP,8,0.51,10,223.4384641,5.5,Sand,Street,1
92,VCP,8,0.48,10,198.2951958,7.9,Sand,Street,3
67,VCP,8,0.37,11.87,108.6339903,5.7,Sand,Street,3
22,RC,8,0.4,7,272.4134846,8.2,Clay,Street,3
13,PVC,8,1,7,314.2473961,6.5,Sand,Alley,1
68,PVC,8,1.595877394,7,314.7084239,8.2,Clay,Street,2
12,PVC,12,1.5,4,266.7654998,8.2,Rock,Street,3
67,VCP,18,0.4,7.540775982,247.0074989,7.9,Clay,Street,1
54,VCP,8,0.44,7,267.3841365,8.2,Clay,Street,1
45,VCP,8,0.3,7,199.32,7.9,Sand,Street,3
43,VCP,8,1.76,10,183.0154584,6.9,Sand,Street,3
65,VCP,8,0.4,11.05,29.9738919,5.8,Loam,Street,1
59,RC,6,4.377770108,8,299.8060088,7.9,Clay,Street,1
67,VCP,8,0.4,8.85,155.308284,4.1,Sand,Alley,3
54,VCP,10,0.12,8.85,660.5822493,6.5,Rock,Street,3
58,VCP,8,0.225,12.69,274.9917386,5.7,Sand,Highway,1
54,PVC,8,2,6,28.79966862,6.5,Rock,Street,3
65,VCP,8,0.38,7,306.7460191,4.1,Sand,Street,3
27,VCP,8,0.27,10,271.9945855,8.2,Sand,Easement,1
16,PVC,8,1.4,5,294.3941552,8.2,Clay,Street,1
81,VCP,10,0.4,8,328.6473903,8.2,Clay,Easement,3
66,VCP,8,0.15,12,448.3730253,4.8,Sand,Street,3
62,PVC,30,0.8,8,354.2419598,8.2,Clay,Street,2
69,VCP,8,0.6,8,310.5196333,6.85,Rock,Alley,4
30,VCP,8,0.34,7,139.99,4.1,Sand,Street,1
65,PVC,6,2,4.75,279.5983744,6.85,Sand,Easement,3
15,VCP,10,0.2,10.5,25.746355,5.4,Sand,Alley,1
58,PVC,30,1,7,155.9635418,7.9,Clay,Highway,3
72,VCP,8,0.49,7,399.1731358,8.2,Clay,Alley,1
13,VCP,8,0.45,9.68,291.2103902,8.2,Sand,Easement,1
16,VCP,8,1.022691184,9.13,472.7167159,4.8,Sand,Street,1
66,VCP,15,0.33,7,308.8768619,8.2,Clay,Street,1
21,VCP,10,0.3,10,190.77,4.8,Sand,Alley,1
39,RC,12,3,5,20.59,8.2,Loam,Street,3
27,RC,18,0.31,14.61,519.1288043,5.4,Sand,Street,3
46,PVC,8,0.31,2.83,84.35680722,8.2,Clay,Alley,3
14,PVC,8,0.54,8.31,257.3897148,5.7,Loam,Street,3
71,VCP,8,0.25,9.4,401.4564335,4.8,Sand,Street,5
54,VCP,8,0.39,10.5,169.1146599,5.4,Sand,Street,1
41,PVC,42,1.3,8.58,149.0965598,8.2,Rock,Street,1
58,VCP,8,1.34,11.59,119.3194467,5.4,Clay,Street,1
67,VCP,8,0.39,13.79,39.5898379,7.9,Loam,Street,3
23,VCP,8,0.38,5,270.2386151,6.7,Sand,Street,3
65,VCP,15,0.3,11,358.9644322,5.7,Clay,Street,5
53,VCP,8,0.7,5,374.7919888,8.2,Sand,Street,1
70,VCP,8,0.5,8.58,299.602847,7.9,Clay,Highway,3
30,PVC,30,0.22,9.13,332.5284176,8.2,Loam,Highway,1
24,PVC,33,0.24,8,261.2853401,8.2,Clay,Street,3
65,RC,8,2.8,8,159.5268221,7.9,Clay,Street,3
11,VCP,8,0.47,5.57,347.7783452,6.8,Rock,Street,3
19,PVC,8,0.6,1.73,943.2617718,8.2,Clay,Street,1
12,PVC,8,1.5,3.38,245.0940461,8.2,Clay,Street,1
40,VCP,8,1.51,10.77,134.35,8.2,Clay,Street,3
22,RC,8,1.47,8.85,249.9900111,8.2,Clay,Street,1
24,VCP,30,0.69,8.85,399.3957642,8.2,Clay,Highway,3
74,VCP,8,0.4,7.48,563.6619015,8.2,Loam,Street,3
54,VCP,8,0.5,8,159.9747145,7.9,Rock,Street,1
22,PVC,8,0.48,7,683.5540307,8.2,Clay,Alley,1
49,RC,18,0.39,5,332.6476026,5.5,Sand,Street,4
61,VCP,8,0.32,11.32,430.9955949,6.7,Sand,Street,3
6,PVC,8,0.287133198,8.85,298.6699077,6.5,Sand,Alley,1
14,PVC,8,0.39,12.24906172,245.993607,7.9,Sand,Street,1
12,PVC,8,1,8,261.6343184,8.2,Clay,Street,3
60,RC,8,0.4,7,262.1659306,5.4,Clay,Street,3
29,VCP,27,0.28,12.96,188.2555524,8.2,Sand,Street,1
62,PVC,12,1.4,11.59,310.2563499,8.2,Clay,Alley,1
69,VCP,8,0.3,18.44,29.43,6.5,Sand,Street,3
57,PVC,8,0.2,8.58,345.2043786,7.9,Clay,Easement,1
72,VCP,8,0.2,10,338.5831796,4.8,Sand,Street,3
18,PVC,8,0.76,7,183.0214469,7.9,Clay,Street,1
13,PVC,12,1,7,303.3015118,7.9,Sand,Highway,1
16,RC,8,0.18,10.77,135.8357954,7.9,Rock,Alley,3
54,VCP,8,0.5,9.13,295,8.2,Clay,Street,2
64,VCP,8,0.5,6,179.1080131,6.7,Sand,Street,4
60,PVC,10,1.5,8,215.5562746,5.4,Sand,Street,1
72,RC,18,0.837391995,9.13,336.0793602,7.9,Clay,Street,5
63,VCP,8,0.2,10,315.1182807,5.7,Loam,Street,5
65,VCP,8,1,7,42.73311879,5.7,Sand,Street,1
44,VCP,8,0.45,7,309.5186119,7.9,Sand,Easement,3
27,PVC,8,0.55,13.51,70.29561059,4.8,Clay,Street,3
15,PVC,10,1.6,8.58,247.9709944,5.7,Sand,Highway,1
30,PVC,8,1,7.48,199.5441962,7.5,Sand,Alley,1
14,VCP,8,0.06,8.58,197.683188,4.8,Sand,Alley,1
71,VCP,8,0.39,13,399.9405456,4.8,Sand,Alley,1
60,VCP,6,0.3,18.44,109.9917393,7.5,Loam,Street,3
11,PVC,8,1,7,100.229786,5.7,Sand,Street,1
60,VCP,8,0.10867181,16.53,109.8468271,4.8,Sand,Street,1
77,PVC,33,0.19,12.69,235.786997,8.2,Clay,Highway,1
50,RC,10,0.55,3.92,333.5610823,8.2,Clay,Street,1
15,RC,8,0.5,10,348.9793108,6.5,Clay,Street,1
79,VCP,8,0.3,10,51.23088281,7.9,Sand,Street,3
77,PVC,10,0.42,8.85,360.2979899,6.8,Sand,Street,1
70,VCP,8,0.65,3.38,215.2973081,7.9,Sand,Street,3
46,VCP,8,0.27,8.58,86.00888483,8.2,Clay,Street,3
83,VCP,8,0,19.54,298.0976202,4.8,Sand,Street,2
14,PVC,8,2.691649953,5,287.3742664,7.5,Sand,Street,3
36,PVC,8,0.6,8,250.0648922,5.8,Clay,Easement,3
30,PVC,8,0.6,8.85,289.8097147,8.2,Clay,Street,1
69,VCP,8,0.45,5,217.1984568,8.2,Clay,Highway,3
71,VCP,15,0.3,6,381.3410228,7.9,Gravel,Street,5
39,VCP,8,0.42,7,302.638571,5.4,Sand,Street,3
58,VCP,8,0.29,8.85,295,6.8,Sand,Street,1
68,VCP,8,0.33,2.83,60,4.8,Rock,Street,3
71,VCP,8,0.28,8.85,83.94152995,7.9,Sand,Highway,1
59,VCP,8,0.48,8.85,290.686316,7.9,Loam,Street,1
57,VCP,8,7.225748207,6.12,295.6996382,8.2,Loam,Highway,1
29,PVC,8,0.41430869,5,28.84229909,7.5,Sand,Alley,1
70,VCP,66,0.2,12,193.5022565,5.7,Sand,Street,3
17,PVC,8,0.4,12,359.3539242,6.9,Clay,Street,1
18,PVC,8,4.5,4.2,201.9734382,8.2,Clay,Street,1
12,PVC,8,3.360716606,7.48,248.4451284,8.2,Loam,Street,1
57,VCP,8,0.4,5,193.4775874,7.4,Sand,Alley,4
43,RC,6,4.425799434,5,260.0951543,8.2,Clay,Alley,2
57,VCP,10,0.3,11.05,393.1787068,7.9,Clay,Easement,1
65,VCP,8,1.399136921,6,109.262035,6.5,Sand,Street,1
25,RC,8,1.33,6,148.9841433,8.2,Loam,Highway,1
68,PVC,8,0.4,6,27.27830244,6.8,Sand,Highway,3
65,PVC,6,0.4,8.85,328.3445965,7.9,Clay,Street,3
69,VCP,21,0.8,5,365.0664223,8.2,Clay,Street,3
71,VCP,6,0.15,8,545.521125,5.7,Sand,Street,4
57,VCP,10,0.4,9.95,270,5.7,Sand,Street,1
23,VCP,8,1,5,148.123613,8.2,Sand,Street,1
38,RC,8,0.75,7,539.9336676,7.9,Clay,Easement,1
68,VCP,8,1.4,8,207.4863745,7.4,Clay,Street,1
26,PVC,18,0.012,9,226.4790739,5.7,Loam,Street,5
46,VCP,8,0.28,10,1634.943687,5.7,Sand,Street,3
25,PVC,8,1.5,5,44.91749803,7.9,Clay,Street,2
58,RC,8,1,5,343.2947839,8.2,Clay,Street,3
36,PVC,12,0.6,8,576.6796594,8.2,Sand,Easement,5
16,PVC,6,1.42,7,69.58032218,8.2,Clay,Street,1
45,VCP,8,0.31,5,118.0472282,5.7,Sand,Street,3
58,VCP,8,0.4,8,209.5575702,7.9,Clay,Easement,1
66,PVC,42,0.42,21.894553,212.5026591,7.9,Rock,Easement,1
41,VCP,8,0.18,8.58,160.5855425,5.7,Sand,Easement,4
64,VCP,8,2.5,5,68.00827704,8.2,Clay,Alley,1
36,RC,8,0.23,8.58,49.70147892,4.1,Sand,Street,1
53,VCP,21,0.38,7,50.24145656,5.4,Sand,Street,1
65,VCP,8,0.7,7,53.26381164,5.8,Clay,Highway,3
22,PVC,8,0.16,8,424.0648921,7.4,Loam,Street,1
28,RC,8,8.112434398,3.92,30.18857746,5.5,Clay,Street,1
85,VCP,8,0.12,8,330.1809482,4.8,Sand,Street,5
56,VCP,8,0.5,10,348.5290177,7.9,Clay,Street,1
12,PVC,8,1,1.73,303.8082179,5.8,Sand,Alley,1
62,VCP,8,0.4,8.85,294.7,5.4,Sand,Street,1
35,PVC,12,0.24,7,247.7967612,5.8,Sand,Street,1
81,VCP,10,0.09,12,260.39,5.4,Sand,Alley,3
36,VCP,8,0.4,5,330.3788529,5.4,Clay,Alley,2
18,PVC,8,0.59,10,99.238941,8.2,Clay,Street,1
11,PVC,12,0.5,6,383.7320182,8.2,Clay,Street,1
62,VCP,8,0.54,8.58,247.7088038,8.2,Clay,Street,1
16,PVC,8,0.63,8,322.6069923,7.9,Sand,Street,1
29,PVC,8,0.4,7,1037.77148,6.8,Loam,Street,1
64,VCP,18,0.51,10.77,301.994514,7.9,Sand,Street,3
71,VCP,15,0.53,7,121.8741409,8.2,Clay,Alley,1
11,VCP,8,0.38,8.58,177.7352443,7.4,Sand,Alley,1
68,VCP,15,0.32,7,235.0732084,6.5,Clay,Street,1
49,VCP,8,0.39,5,469.7841524,8.2,Clay,Street,1
64,VCP,8,0.4,8,142.3901323,5.4,Sand,Street,3
42,VCP,8,0.4,6,148.7236647,7.9,Loam,Street,1
95,VCP,8,0.006,8.85,257.9569306,5.8,Sand,Easement,3
30,PVC,10,0.5,8,315.6476779,8.2,Clay,Street,1
71,VCP,8,0.26,5,313.165156,6.9,Clay,Easement,1
64,RC,8,0.62,7,32.05778573,8.2,Loam,Street,2
37,RC,27,0.36,10,327.1901429,8.2,Clay,Street,1
26,VCP,8,0.4,7,264.99,7.9,Loam,Highway,1
71,VCP,8,0.38,14.33,707.655704,5.3,Rock,Street,1
22,RC,8,0.21,10,208.7265707,5.4,Sand,Street,1
23,RC,10,0.008,5.57,320.7210926,5.7,Clay,Alley,1
54,VCP,24,0.012,19.54,218.7365669,7.9,Loam,Street,3
58,VCP,8,0.39,12.69,303.3026207,5.8,Sand,Street,3
55,PVC,8,0.016,8.03,162.7400481,6.7,Clay,Street,3
64,VCP,8,1.2,5,230.899259,8.2,Loam,Easement,3
84,VCP,8,0.3,8,144.5326521,5.8,Sand,Street,4
39,PVC,8,2,7,51.11662866,8.2,Clay,Street,1
58,VCP,6,1,3.38,35.96536567,5.7,Sand,Street,1
48,PVC,8,0.6,7,296.6759571,7.9,Loam,Street,3
73,VCP,6,0.56,5,371.9832918,4.1,Sand,Street,3
72,VCP,6,0.75,10,40.68932286,7.9,Sand,Street,5
69,VCP,6,2.4,6.94,92.34632736,5.4,Sand,Street,3
16,PVC,8,3.699960163,0.91,390.1336466,8.2,Clay,Street,1
64,RC,8,0.4,7,280.9562402,7.9,Clay,Street,3
8,PVC,8,0.23,10,99.50077822,7.9,Sand,Street,1
66,VCP,8,0.09,8,396.2154076,8.2,Sand,Alley,3
37,PVC,42,2.6,5,313.3930221,8.2,Sand,Street,1
57,PVC,8,0.29,8,314.9030067,8.2,Loam,Street,5
57,RC,8,0.6,8.85,158.9827441,7.9,Sand,Street,1
17,VCP,8,0.63,7,139.8788365,7.4,Sand,Alley,3
31,PVC,10,3,5,530.5327845,8.2,Clay,Street,1
39,VCP,8,0.39,19.03807576,85.29274127,5.7,Sand,Street,3
40,PVC,8,0.75,5,69.99949796,8.2,Sand,Street,3
20,RC,6,2.4,8,323.6509199,8.2,Clay,Easement,1
17,VCP,8,0.4,12.69,169.68095,6.5,Loam,Street,1
23,PVC,8,2,10,248.6825614,8.2,Rock,Street,1
60,VCP,8,0.5,4.47,329.4950263,8.2,Clay,Street,3
15,RC,8,0.4,10,155.1985345,6.8,Sand,Street,3
71,VCP,8,1.4,5,322.708711,4.8,Sand,Highway,3
38,PVC,8,0.9,6,202.6984549,5.8,Sand,Highway,1
57,VCP,12,0.26,7,189.99,5.4,Sand,Street,1
17,RC,8,0.28,7,398.296329,5.4,Sand,Alley,1
95,VCP,8,0.13,8.58,452.6126809,5.4,Sand,Alley,5
79,VCP,30,0.28,9.13,427.5408858,8.2,Clay,Street,5
36,VCP,8,0.59,5,52.00629575,5.7,Sand,Street,3
58,RC,10,3.000731893,7,325.0868221,6.5,Clay,Alley,3
67,VCP,10,0.33,7,84.52915963,5.7,Sand,Street,3
71,PVC,8,0.46,8,323.7945561,5.8,Clay,Alley,3
31,VCP,8,0.41,10.5,107.0222979,4.1,Sand,Street,1
66,VCP,10,0.49,6.66,299.99,7.5,Clay,Street,1
71,VCP,21,0.156910196,8.03,327.8467227,8.2,Loam,Easement,5
13,PVC,54,0.4,5,181.2136373,7.9,Gravel,Street,1
66,RC,8,2.255658912,2.83,71.99330948,7.9,Sand,Highway,1
67,VCP,8,1.76,3.92,330.09,8.2,Clay,Alley,1
61,PVC,8,0.2,6,330.9540278,8.2,Clay,Alley,1
45,RC,8,0.47,10,140,7.9,Loam,Street,1
28,PVC,8,0.56,7,61.57937708,7.9,Sand,Street,1
62,VCP,30,0.19,10,303.0449046,5.4,Sand,Easement,3
22,RC,8,2.4,4.2,248.2886954,8.2,Clay,Street,1
49,VCP,8,0.36,7,612.3803894,8.2,Clay,Street,2
12,PVC,8,0.4,7,49.77,8.2,Sand,Street,1
36,PVC,15,0.54,5,298.816324,8.2,Loam,Street,1
33,PVC,8,0.6,8,401.3746637,8.2,Clay,Alley,1
65,VCP,8,0.26,8,275.2994992,4.1,Sand,Street,3
72,VCP,6,0.25,10,245,5.4,Sand,Alley,3
46,VCP,8,2.613663938,8.58,72.60031015,5.7,Sand,Street,1
72,VCP,8,0.5,7,36.98129237,8.2,Clay,Easement,3
49,VCP,12,0.25,12,185.1057117,4.1,Sand,Street,2
20,PVC,8,0.4,8.31,284.2086996,8.2,Clay,Street,1
78,VCP,8,0.42,14.33,218.7363574,8.2,Clay,Street,3
49,RC,60,0.1,11.59,114.4946728,8.2,Loam,Street,1
58,PVC,18,0.5,10,194.6589207,6.8,Clay,Street,2
39,PVC,18,0.33,7,47.66912496,5.4,Sand,Street,1
61,PVC,8,0.5,8,251.9837195,8.2,Sand,Street,3
37,PVC,8,0.44,5.84,249.99,4.8,Clay,Street,3
59,VCP,8,0.36,9.68,245.1560616,6.5,Sand,Highway,3
58,VCP,8,0.39,5,137.7122312,5.3,Sand,Street,1
32,PVC,8,0.39,9.13,204.0152583,7.5,Gravel,Street,1
8,PVC,6,0.5,2.55,71.9584855,8.2,Rock,Street,1
59,VCP,8,0.61,10,255,5.7,Rock,Street,1
18,PVC,90,0.3,7,1492.449459,8.2,Clay,Alley,3
39,VCP,21,1,6.39,318.6556403,7.9,Sand,Alley,1
65,VCP,8,0.2,7.21,142.3679773,4.1,Sand,Street,4
20,PVC,8,0.5,11.59,401.6555405,8.2,Clay,Street,1
51,PVC,10,5.804146312,7,230.3940628,8.2,Clay,Street,1
67,VCP,8,0.52,5,129.7830304,4.8,Clay,Street,1
37,VCP,8,0.39,10,199.7035343,4.8,Sand,Street,3
39,PVC,15,5.772534854,12.14,133.8701181,7.9,Loam,Street,1
